Date,User,Tweet,Retweet
2022-12-27 23:19:23+00:00,newsutdofficial,"🗣️ Ten Hag tentang Raphael Varane menjadi finalis Piala Dunia pertama yang bermain kembali di klub mereka: ""Rapha menunjukkan kepribadiannya, membantu Manchester Unitex, dia bertanggung jawab untuk bermain dan dia melakukannya dengan sangat baik."" (@lauriewhitwell) #newsutd",1
2022-12-27 23:09:56+00:00,cintabitcoin,Graham Potter Sebut Reece James dalam Kondisi yang Baik Usai Gagal Tampil di Piala Dunia #bitcoin #kripto https://t.co/Y55ocwnTkx,0
2022-12-27 23:06:13+00:00,imamMozza,"@oombayum @SerieA_ID 2 gelar Scudetto dalam 10 Tahun Gan..  
sama kyk jumlah UCL Juve dalam 125 tahun... 

selain scudetto pirlo dapet
Coppa Italia: 2002–03
Supercoppa Italiana: 2004
Liga Champions UEFA: 2002–03, 2006–07
UEFA Super Cup: 2003, 2007
Piala Dunia Antarklub FIFA: 2007",0
2022-12-27 23:06:00+00:00,ferdierifki,@idextratime Inilah mengapa negara asia tenggara sulit menembus piala dunia,0
2022-12-27 23:02:08+00:00,antonem,"Watch ""Beckham: Tak Mungkin ada Lagi Piala Dunia Seperti ini"" on YouTube https://t.co/sALQiOt5Wd",0
2022-12-27 23:01:12+00:00,kowret,demi allah adek w gue tanyain final piala dunia dia hapal detailnya keren,0
2022-12-27 22:54:23+00:00,TheUtdID,"🗣️ | Erik ten Hag tentang Varane menjadi pemain pertama di final Piala Dunia yang menjadi starter di EPL.
""Rapha menunjukkan kepribadiannya, membantu Manchester United, dia bertanggung jawab untuk bermain dan dia melakukannya dengan sangat baik.""

#MUFC",0
2022-12-27 22:48:26+00:00,detikcom,Kiprah Emiliano Martinez di Piala Dunia 2022 membuat Gabriel Agbonlahor berdecak kagum. The Villa disebut sudah bisa tenang punya kiper terbaik dunia. https://t.co/l0XNziVJkg,1
2022-12-27 22:48:25+00:00,AhmadSahidah,"4. Malah, saya tak bergabung dengan warga kampung yang menggelar nonton piala dunia bola Qatar. Sepanjang menonton, sebagian warga akan menghembuskan asap. Ini bikin pusing.",0
2022-12-27 22:45:00+00:00,Bolanet,"Legenda Prancis ini kecam selebrasi Emi Martinez di Piala Dunia 2022!
https://t.co/Mdf3tkAXkg",1
2022-12-27 22:44:13+00:00,detiksport,Kiprah Emiliano Martinez di Piala Dunia 2022 membuat Gabriel Agbonlahor berdecak kagum. The Villa disebut sudah bisa tenang punya kiper terbaik dunia. https://t.co/oYGPLGdQwf,0
2022-12-27 22:42:39+00:00,SiaranBolaLive,"Reece James cedera lagi semalem di lutut yang sama yang menyebabkan dirinya gagal tampil di Piala Dunia kemaren. 
GWS Reece James. https://t.co/ZyEX7leagR",8
2022-12-27 22:42:05+00:00,jonginnkasep,*piala piala dunia,0
2022-12-27 22:41:51+00:00,jonginnkasep,hoo messi balik ke paris januarii? masih memeluk piala dunia kah😌wgwgwg,0
2022-12-27 22:41:21+00:00,Rizalazhr,Kok bisa yaa yg beginian ga dikasi kesempatan sama sekali main di piala dunia hmmm https://t.co/0yNoz107M2,0
2022-12-27 22:35:11+00:00,detiksport,Ada kekhawatiran terkait hubungan Kylian Mbappe dengan Lionel Messi usai final Piala Dunia 2022. Pelatih Paris Saint-Germain Christophe Galtier tak cemas. https://t.co/hXUFVzjoyd,0
2022-12-27 22:34:47+00:00,solehmi_,Liga negara yang kalahan di piala dunia sudah mulai ternyata. 🤪,0
2022-12-27 22:31:32+00:00,24hourindonesia,Menpora tekankan empat sukses Piala Dunia U-20 2023 https://t.co/81cG1wLl1s,1
2022-12-27 22:26:27+00:00,weebsminority_,"@PorosHalangID setelah liat Kane di Piala Dunia yang bisa jadi pemantul dan pemberi ruang break defence, gw jadi pengen Kane ke emyu",0
2022-12-27 22:26:02+00:00,KompasBola,Menerka Hubungan Messi dan Mbappe di PSG Usai Duel Panas Final Piala Dunia 2022 https://t.co/NhqVTVQ242,0
2022-12-27 22:24:36+00:00,EasyFadly,@EYulihastin Ngga apa2 kl prediksinya salah. Saya juga sering gitu pas tebak skor piala dunia.,1
2022-12-27 22:24:02+00:00,tauberitamedia,Mbappe (Perancis) dan Messi (Argentina) sempat berduel sengit pada final Piala Dunia 2022. Bagamaina hubungan keduanya saat kembali ke PSG?  https://t.co/4kjOTlh6B9,0
2022-12-27 22:23:09+00:00,manutd_world,"Erik ten Hag: ""Para pemain telah berkembang di musim ini dan semua pemain tampil sangat baik di Piala Dunia. Sekarang kami perlu tetap berada di tingkatan itu dan terus maju dari laga ke laga.""

#PostMatchReaction
#MUNNFO #PL https://t.co/esOzNHl6G7",6
2022-12-27 22:20:54+00:00,fansharustau,"Carlos Caszely (pemain Chili) adalah pemain yang   terkena kartu merah pertama di Piala Dunia,   tepatnya pada 14 Juni 1974",0
2022-12-27 22:16:47+00:00,farid____S,Pengen nonton BL tapi masih maju mundur. Bagus nggak sih animenya. Jadi penasaran setelah colab jersey sama timnas Jepang di Piala Dunia kemarin...,0
2022-12-27 22:16:30+00:00,newsutdofficial,"🗣️ Ten Hag: ""Para pemain telah berkembang di musim ini dan semua pemain tampil sangat baik di Piala Dunia. Sekarang pertahankan level itu, kinerja itu dan lanjutkan pertandingan ke pertandingan."" (Amazon) #newsutd",0
2022-12-27 22:15:58+00:00,mahasiswasepuh,@kenjiro97 @idextratime Gakaget bro orang yg bawa baki medali Piala Dunia Qatar kemarin aja pramugari dari Vietnam 😂,0
2022-12-27 22:14:02+00:00,tauberitamedia,Kiprah Emiliano Martinez di Piala Dunia 2022 membuat Gabriel Agbonlahor berdecak kagum. The Villa disebut sudah bisa tenang punya kiper terbaik dunia. https://t.co/vDbCBJvtIn,0
2022-12-27 22:13:42+00:00,manutd_world,"Marcus Rashford: ""Ya, membahas itu, saya merasa kami dapat berbuat lebih baik dengan tim yang kami miliki (di timnas Inggris) untuk melangkah lebih jauh di Piala Dunia. Kami memiliki peluang untuk berbuat lebih banyak dalam laga melawan Perancis.""

#PostMatchReaction
#MUNNFO #PL https://t.co/YyGmHK7aQo",1
2022-12-27 22:10:52+00:00,newsutdofficial,"🗣️ Marcus Rashford tentang Piala Dunia: ""Kami [Inggris] seharusnya bisa lebih baik dengan tim yang kami miliki, tetapi terkadang dalam sepak bola hal itu tidak terjadi. Anda harus menggunakan waktu di antaranya untuk membuang energi negatif. "" (Amazon) #newsutd",0
2022-12-27 22:08:42+00:00,hobi4d3,"Bocoran SLOT GACOR SPECIAL AKHIR TAHUN!
Dijamin Anti Rungkad!

Tersedia Bonus Deposit + New Member
SPONSOR RESMI PIALA DUNIA WORLD CUP 2022
https://t.co/qv0p2MFL8t

#slotgacor #slotgames #slotgacorindonesia  #slotdepositpulsatanpapotongan #slotdepositpulsa #jualbelimotor #hobi4d https://t.co/YjTu3y3IZb",0
2022-12-27 22:02:57+00:00,Ardianale,"Negara mana aja boleh menangin piala dunia, tapi yang boleh menangin hati kamu cuma abang doang ya neng cassandrasleee",0
2022-12-27 22:01:46+00:00,rubiavianto,"@cagubnyinyir2 Mantap, 3 point pagi ini.
Lihat tadi all pemain bagus, efek Piala Dunia.",0
2022-12-27 22:00:59+00:00,rezakaisar3,@januar9 @GOAL_ID Format Piala Dunia Pria (1998-2022) dan Piala Dunia Wanita (mulai 2023) yaitu 64 pertandingan,0
2022-12-27 22:00:00+00:00,islamidotco,"Ada fakta lain yang terkuak saat Piala Dunia kemarin. Apalagi kalau bukan menguatnya solidaritas negara-negara Arab.

https://t.co/rryQ2bDmsd",2
2022-12-27 21:59:33+00:00,detikcom,"Agen Karim Benzema, Karim Dzajiri mengkritik Timnas Prancis yang memulangkan agennya terlalu cepat, padahal bisa pulih untuk bermain di Piala Dunia 2022. https://t.co/sDJErqJl0z",2
2022-12-27 21:55:27+00:00,Ligabintang_Web,"Chelsea Masih Incar Bek Kroasia Josip Juranovic yang Bersinar di Piala Dunia 2022

Raksasa Premier League Chelsea dikabarkan masih mempertimbangkan untuk memboyong bek kanan Kroasia 

👇🏻👇🏻👇🏻
 https://t.co/MTUTFNygde 
Whatsapp : +855 96 399 1241

#Ligabintang #Beritabolanews https://t.co/9XEizxUf4k",0
2022-12-27 21:54:55+00:00,manutd_world,"MATCH REPORT - #mufc 3 Forest 0. Gol-gol dari Marcus Rashford, Anthony Martial, dan Fred berhasil membawa skuad Erik ten Hag mengamankan 3 poin penuh di laga lanjutan #PL setelah jeda Piala Dunia. #MUNNFO https://t.co/f8QFJsrgAP",7
2022-12-27 21:47:26+00:00,adisel66,"Kaleidoskop 2022: 5 Momen Bersejarah Piala Dunia 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/BvdghlRZ2x",0
2022-12-27 21:32:41+00:00,Ardianale,"Negara mana aja boleh menangin piala dunia, tapi yang boleh menangin hati kamu cuma abang doang ya neng steffizmr15",0
2022-12-27 21:31:56+00:00,DipaDuaLima,"Kaleidoskop 2022: 5 Momen Bersejarah Piala Dunia 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/zrhhGNMBDH",0
2022-12-27 21:30:44+00:00,detiksport,"Agen Karim Benzema, Karim Dzajiri mengkritik Timnas Prancis yang memulangkan agennya terlalu cepat, padahal bisa pulih untuk bermain di Piala Dunia 2022. https://t.co/jBgtCFWvlB",0
2022-12-27 21:30:35+00:00,Damatri303,"Kaleidoskop 2022: 5 Momen Bersejarah Piala Dunia 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/1xEusldfvW",0
2022-12-27 21:29:01+00:00,tauberitamedia,"Agen Karim Benzema, Karim Dzajiri mengkritik Timnas Prancis yang memulangkan agennya terlalu cepat, padahal bisa pulih untuk bermain di Piala Dunia 2022. https://t.co/CSD4FvUhTP",0
2022-12-27 21:24:00+00:00,andi_sarjana,"Kaleidoskop 2022: 5 Momen Bersejarah Piala Dunia 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/03LKlrcZa5",0
2022-12-27 21:23:14+00:00,SINDOnews,"Kaleidoskop 2022: 5 Momen Bersejarah Piala Dunia 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/FMINygbloJ",0
2022-12-27 21:12:42+00:00,sukamegumiii,"smoga lancar, dari awal sampe akhir bareng sehat semua nya dapet piala dunia, amin. https://t.co/HLgwr1EpaV",0
2022-12-27 21:01:03+00:00,tvOneNews,"Menpora Pimpin Rakor Lintas Lembaga, Bahas Persiapan Indonesia untuk Piala Dunia U-20 2023 https://t.co/YDzVMxVujo",1
2022-12-27 21:00:37+00:00,labola_Indo,"Selamat pagi , Selamat Pagi Sepakbolaan Indonesia yakin suatu saat bisa ikut Piala Dunia #OptimisIndonesia",0
2022-12-27 20:50:09+00:00,miqbalghufran,"Saran eye cream buat kantung mata yang item lurr, efek begadang piala dunia jadi gini amat mata 🤣",0
2022-12-27 20:34:11+00:00,Vatreni_ID,Di Piala Dunia 2022 padahal ngarepin Luka Sucic dimainin. Ternyata Om Zlatko Dalic belum kasih kesempatan main.,0
2022-12-27 20:27:41+00:00,hobi4d3,"Bocoran SLOT GACOR SPECIAL AKHIR TAHUN!
Dijamin Anti Rungkad!

Tersedia Bonus Deposit + New Member
SPONSOR RESMI PIALA DUNIA WORLD CUP 2022
https://t.co/qv0p2MFL8t

#slotgacor #slotgames #slotgacorindonesia  #slotdepositpulsatanpapotongan #slotdepositpulsa #jualbelimotor #hobi4d https://t.co/VUVqfARImn",0
2022-12-27 20:26:01+00:00,zacksuperstar,Cuma disontek dikit gitu sama Martial aja jadi gol kok. Martinez beruntung di final piala dunia nggak ketemu Martial 😀😀,0
2022-12-27 20:16:36+00:00,rekuseiba,"Kameren mah bangun jam 3 pagi buat nonton piala dunia, sekarang bangun jam 3 pagi buat nonton emyu T_T",0
2022-12-27 20:02:09+00:00,gilabolacom,"Setelah Absen di Piala Dunia, Reece James Bermain 50 Menit dan Cedera Lagi! https://t.co/203JdZ7noL https://t.co/yVue3hngYM",0
2022-12-27 19:55:18+00:00,achmaddwie,"Tiket sepak bola yang notabenya hiburan masyarakat ternyata mahal, calo masih banyak berkeliaran~ gimana nanti piala dunia~ calo bisa keluar negeri",0
2022-12-27 19:51:02+00:00,ligapelangi2,"Graham Potter Tegaskan Reece James Sudah Move On dari Piala Dunia 2022
Baca Selengkapnya di
&gt;&gt;&gt; https://t.co/sqpbYzuhVz
Daftarkan sekarang juga!
Link : https://t.co/XROb5m6iiV
WA : +6282169213327 https://t.co/RBM70xo7Dv",0
2022-12-27 19:41:21+00:00,edyaryanta,Malaysia mampu julang piala dunia — Berita Harian,0
2022-12-27 19:16:28+00:00,ToperSirvarious,pas piala dunia aku dukung brasil kamu dukung kolombia cinta kita hampir brasil eh kamu ke goda sama dia,0
2022-12-27 19:15:51+00:00,nobodykov,@pedunclepedicle @Aceh Siapa tau Indonesia juara piala dunia 2038,0
2022-12-27 19:13:10+00:00,rizalfikry,"#BlogUpdate -  Deretan Fakta Unik &amp; Yang Ter- di Piala Dunia 2022 
Sejak akhir November 2022, hingga nanti pertengahan Desember 2022, digelar perhelatan internasional https://t.co/hfJSC8XKws",0
2022-12-27 19:03:50+00:00,arbi07tamara,"@Elisker____ @utdfocusid Setuju, saya gak tau sama sekali siapa itu Cody Gakpo sampe liat dia di timnas Belanda main di piala dunia. Jauh2 hari gembar-gembor dari banyak FP klub ormas bilang gakpo striker ideal, akhirnya keracunan saya nya...ehh ending nya malah kek gini 🤣...",0
2022-12-27 18:45:23+00:00,shukoi100,"@aditiyaananda19 @Gastonkatanya25 @idextratime @abolapt @ojogo Nah kenapa Enzo harganya naik?
Ya ga aneh Krn dia bersinar di Pildun kemarin, udh gitu Mash usia muda,
Mgkn elo2 pikir, Krn msh muda jadi blm Mateng,
Lho bisa jadi mrk brpkir blm mateng aja udh bagus di piala dunia, apalagi udh Mateng..😊",0
2022-12-27 18:45:00+00:00,GOAL_ID,"Pelatih #PSG Christophe Galtier berusaha meredam hawa panas final Piala Dunia 2022 antara Prancis dan Argentina yang hingga sekarang masih terasa panas.

https://t.co/rBcF14toto",1
2022-12-27 18:31:18+00:00,snmbela_oloan,"@CNNIndonesia Wkwkwk.... Menghalu, istirahat aja gk usah disamakan.
Maroko tingkat piala Dunia, Timnas cuman Asean 🤭🤭",0
2022-12-27 18:28:45+00:00,Felice1682,"@barbarlisa2 @lalieslay @thegreatesd @kchartsmaster @NewJeans_twt Promo lagu bola, fokus utamanya di official lagu piala dunia, sekaligus promosiin negara Qa**r yah, coba pemahamannya diperluas yah, 😭🤣😝😝😝",0
2022-12-27 18:27:30+00:00,bangjorbut,"Kalau FA memang serius Inggris mau jadi juara Eropa dan Piala Dunia 2026, maka Graham Potter sepertinya pelatih yang paling tepat. Geser Southgate. #CheBou",0
2022-12-27 18:17:37+00:00,indozonemedia,"Keberhasilan Timnas Argentina menjuarai Piala Dunia 2022 membuat demam Lionel Messi melanda.

https://t.co/MquE2dSv56",0
2022-12-27 18:08:02+00:00,tauberitamedia,Piala Dunia U-20 2023 siap dihelat pada Mei-Juni tahun depan. https://t.co/6u7EqFUn9e,0
2022-12-27 18:06:55+00:00,deannovaaaa,trus hafalin juara piala dunia dari tahun 1950 wkwk,0
2022-12-27 18:03:05+00:00,bisnisjuraganID,Graham Potter Tegaskan Reece James Sudah Move On dari Piala Dunia 2022 https://t.co/c81xJ1YGcH https://t.co/xt9xkeAxM2,0
2022-12-27 18:03:03+00:00,bisnisjuraganID,Legenda Prancis Kecam Selebrasi Emiliano Martinez di Piala Dunia 2022 https://t.co/PMahKsv28n https://t.co/8t15s4R87Y,0
2022-12-27 18:00:00+00:00,Bolanet,"Klopp senang Argentina juara Piala Dunia, sebut Messi GOAT!
https://t.co/fROicO6VZh",0
2022-12-27 17:58:23+00:00,asiakapal,"Graham Potter Tegaskan Reece James Sudah Move On dari Piala Dunia 2022

HOT PROMO :

- Bonus Deposit 5% (Max Rp. 100.000)
- Bonus Cashback Sportbook Mingguan Hingga 15%
- Bonus Refrensi Sportbook Mingguan 2,5% Seumur Hidup
https://t.co/6Cq2wzV6hH https://t.co/szyJ2boSBW",0
2022-12-27 17:56:31+00:00,icankamiil,"@idextratime Selama gelaran piala dunia berlangsung, chelsea tidak pernah terkalahkan",0
2022-12-27 17:55:36+00:00,nekopoi_indo,bola piala dunia dibuat di Indonesia https://t.co/dUZ9GYbAWc Nia Ramadhani Mirip #SiBiruBiru Hobi #PrankGBK,0
2022-12-27 17:54:36+00:00,bolaapdet,Graham Potter Tegaskan Reece James Sudah Move On dari Piala Dunia 2022 https://t.co/KAbJ2iCHdU (bolanet),0
2022-12-27 17:50:36+00:00,nekopoi_indo,arti maskot piala dunia 2022 https://t.co/fA5GNOqVmt Nia Ramadhani Mirip #SiBiruBiru Hobi #PrankGBK,0
2022-12-27 17:48:53+00:00,AMaijudin,Gol gol model gini gada pas chelsea sblm break piala dunia #CHEBOU,0
2022-12-27 17:48:09+00:00,21BeritaTerkini,Agen Benzema Bingung Deschamps Main Usir di Piala Dunia https://t.co/l4ntnRykZi,0
2022-12-27 17:44:10+00:00,SirMcLemores,"Abis nonton Masterclass di Piala Dunia, malah nonton Chelsea 😢",0
2022-12-27 17:42:08+00:00,antaranews,Menpora tekankan empat sukses Piala Dunia U-20 2023 https://t.co/rpL3jPKYFU,0
2022-12-27 17:36:53+00:00,sHIdo_y0x9,"Kick off babak pertama Chelsea vs Bournemouth pasca piala dunia . Mudah""an penampilan Chelsea makin membaik dn lebih baik lagi sampai akhir musim . Good Luck 3 point Blues 😇

#KTBFFH #CheBou https://t.co/lVkzqYgFcw",0
2022-12-27 17:35:26+00:00,Julianpyupyu,"@IndiHomeCare min, paket piala dunia vidio entar otomatis nonaktif sendiri kan? jangan sampai entar masuk ke tagihan bulan depan 😂",0
2022-12-27 17:32:48+00:00,ivooxid,Menpora Pimpin Rakor Lintas Lembaga Untuk Persiapan Ajang Piala Dunia U-20 https://t.co/qwD9Pnj3an,0
2022-12-27 17:32:29+00:00,murftheott,"@arwank88 @SiaranBolaLive Elu yang goblok. Di Argentina, sepak bola itu agama. Jadi setelah nonton piala dunia, seluruh jamaah akan masuk surga.",0
2022-12-27 17:32:28+00:00,ohorella_b,"@TheMan16808645 @SiaranBolaLive Amerika Latin memang gila bola, tapi Argentina &amp; Brazil blm seberapa. Honduras dan El Salvador pernah sampai perang gara² bola pd kualifikasi Piala Dunia 1970. Perang hanya berlangsung seminggu tapi korbannya ribuan. Kedua negara baru  berdamai tahun 1980.",0
2022-12-27 17:30:47+00:00,republikaonline,Fernandez tampil mengesankan selama Piala Dunia 2022. https://t.co/hoR4mtxt7v,0
2022-12-27 17:21:44+00:00,rekuseiba,Piala dunia kemaren mana bisa kaya gini 🤣 https://t.co/kgQ5qvecXP,0
2022-12-27 17:20:20+00:00,Ytttr28326087,"@CNNIndonesia Akupun sama bingung,mungkin dibalik kesuk sesan piala dunia Qatar,ada banyak kesalahan yang tidak di sengaja atau pun di sengaja,nama nya juga manusia, pasti banyak kesalahan nya,itu pasti,jadi harap di maklumi saja laah,kita juga raksasa kan,😁😁😁😁😁😁👏👏👏👏",0
2022-12-27 17:12:12+00:00,CNNIndonesia,Agen Benzema Bingung Deschamps Main Usir di Piala Dunia https://t.co/EXpqAD2v0E,0
2022-12-27 17:10:17+00:00,GOAL_ID,"Momen menyenangkan Rodrigo De Paul bersama sang kekasih dan tentu saja: trofi Piala Dunia!  😍🏆

#FIFAWorldCup #Qatar2022 #ARG https://t.co/ygofgmPB8B",4
2022-12-27 17:10:03+00:00,liputan6dotcom,Kapan Lionel Messi Kembali Main Usai Argentina Juara Piala Dunia 2022? Ini Jawaban Pelatih PSG https://t.co/pwZ3RwtrwH,0
2022-12-27 17:04:03+00:00,symetricalic,"@allenas98765432 @convomf biasanya kalau kayak gitu berati tweet kamu mengandung kata yang lagi banyak dicari sama orang-orang, kak. kayak misalnya lagi trending pildun, trus kakaknya ngetweet yang salah satu katanya itu berkaitan sama piala dunia, jadi engagement tweetnya lebih luas",0
2022-12-27 17:00:32+00:00,RezaRhamadan14,@The_RedsIndo Jujur aff skrng gak kalah seru sama piala dunia kemarn. Banyak bangt kejutannya. Terlepas dari prediksi siapa yang bakal keluar sebagai juara.,0
2022-12-27 16:57:02+00:00,NaughtyRabbith_,@MissTereHyperrr @FWBESS Gini aja terus sampe piala dunia 2090,0
2022-12-27 16:55:50+00:00,aliansicuranrek,"@ChelseaFC @ParimatchGlobal start awal nih setelah piala dunia, gak usah ngelawak maennya 👀",0
2022-12-27 16:55:29+00:00,astriika,Ambil raport Bumi trs ngobrol sama walikelasnya bilang bahwa minggu lalu Bumi berdebat sama temennya kalau juara piala dunia kmrn tuh Inggris dan temennya blg kalau juaranya Maroko 🤣🤣🤣🤣 tdk ada yg benar🤣🤣🤣,0
2022-12-27 16:51:03+00:00,idntimes,6 Negara Muslim Tersukses di Piala Dunia  https://t.co/dBjji9eKyQ,0
2022-12-27 16:44:35+00:00,Kopi_ajah,Mengenang gegap gempita piala dunia 2022 Qatar ..... @bts_bighit #JungKook sih fokusnyah 🤭 https://t.co/E02Dm9Hc3r,0
2022-12-27 16:43:12+00:00,barbarlisa2,@Felice1682 @lalieslay @thegreatesd @kchartsmaster @NewJeans_twt MANA KEKUATAANYA 🤣🤣🤣 sudah promo di piala dunia malah tdk ba debut dremers di bb hot 100 🤣🤣🤣,0
2022-12-27 16:41:48+00:00,aonwincom,Tim sepakbola mana yang kalian favoritkan juara Piala Dunia nanti ?,0
2022-12-27 16:35:03+00:00,mediaindonesia,"LIONEL Scaloni akan tetap menduduki kursi pelatih timnas Argentina usai mengantar Tim Tango menjuarai Piala Dunia 2022. Hal itu ditegaskan Presiden Federasi Sepak Bola Argentin (AFA) Claudio Tapia, Selasa (27/12).  https://t.co/sLbhabhMDa",0
2022-12-27 16:33:16+00:00,SonNarutoLuffy,Emang tahun 2002 ada Piala Dunia ya? https://t.co/sQGlKow7wT,0
2022-12-27 16:33:03+00:00,24hourindonesia,Menpora pimpin rakor lintas lembaga untuk persiapan Piala Dunia U-20 https://t.co/RJPCUfHNm7,1
